	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	contrast
Dap3	123.694711295792	0.0277694233546268	0.805575082205556	0.0344715520229323	0.97250112705814	0.999949936601786	BMDM_GW-BMDM_veh
Cap1	3688.04958630128	0.0810320123491851	0.739605287962422	0.109561158726196	0.912757416001438	0.999949936601786	BMDM_GW-BMDM_veh
Fgd4	1095.19235006761	-0.282698401658466	0.763855863525713	-0.37009390797057	0.711312521101373	0.999949936601786	BMDM_GW-BMDM_veh
Nfu1	106.198907392639	0.241528225789835	0.79731540233573	0.302926828056099	0.761945625530809	0.999949936601786	BMDM_GW-BMDM_veh
Ly86	192.822090644878	-0.463526964883447	0.810049824773275	-0.572220313748211	0.56717272711024	0.999949936601786	BMDM_GW-BMDM_veh
Alyref	198.540342473293	0.0926395248692825	0.810154024630468	0.114348040067489	0.908961901744258	0.999949936601786	BMDM_GW-BMDM_veh
Apobec3	452.472925465163	0.575418256543173	0.812707064433131	0.708026645424243	0.478928710813412	0.999949936601786	BMDM_GW-BMDM_veh
Pias1	230.152572191456	-0.554716480654733	0.799839154395816	-0.693535040896761	NA	NA	BMDM_GW-BMDM_veh
Rnase4	256.526950958537	-0.498665334491477	0.814172173084397	-0.612481427119207	0.540219282507385	0.999949936601786	BMDM_GW-BMDM_veh
Lmnb2	93.6148688620275	-0.593876415358429	0.781091296748296	-0.760316262427647	NA	NA	BMDM_GW-BMDM_veh
Nedd1	274.448200802968	0.714193627223305	0.813931333138699	0.877461768757835	0.380235875673979	0.999949936601786	BMDM_GW-BMDM_veh
Slc25a4	643.666732039511	0.411691306978688	0.773308029041657	0.532376868618431	0.594465002653957	0.999949936601786	BMDM_GW-BMDM_veh
Mad2l1bp	52.3920775336423	-0.339305976987877	0.770787961550222	-0.44020663777034	0.659787452636376	0.999949936601786	BMDM_GW-BMDM_veh
Spcs2	492.375904330314	0.699126849318267	0.776690333322	0.900135896281876	0.368047935123923	0.999949936601786	BMDM_GW-BMDM_veh
Kbtbd4	64.7069776532928	-0.643621853108574	0.785283141690082	-0.819604826513116	0.412441421292785	0.999949936601786	BMDM_GW-BMDM_veh
Psmd3	186.303581201626	-0.635152967769587	0.798344809603859	-0.795587270223191	NA	NA	BMDM_GW-BMDM_veh
Vps13b	602.50738700065	0.388682044191724	0.779987943510582	0.498318015586674	0.618259911826012	0.999949936601786	BMDM_GW-BMDM_veh
Zcrb1	23.9525477641973	-0.814334807309004	0.642990198809314	-1.26648090253473	0.205340962439459	0.999949936601786	BMDM_GW-BMDM_veh
Azin1	434.754114826925	-0.603458277491305	0.775575806025111	-0.778077749206847	0.436523179279425	0.999949936601786	BMDM_GW-BMDM_veh
